Sex,Age,AI,Experience,item1,item2,item3,item4,item5,item6,item7,item8,item9,item10,item11,item12,item13,overinvolvement_retrieve,overinvolvement_sacrify,overinvolvement_interfer,overinvolvement,File_1,File_2,File_3,File
1,20,0,0,1.480065266,1.553616965,-0.22619909,0.392277167,1.747885638,2.825225735,1.628680763,1.609008084,0.107568042,0.37426672,0.515096199,1.098767381,0.687391439,1.583673652,0.668880435,0.799940077,1.061050024,0,0,1,3
1,20,0,0,-0.206085037,-0.183346101,-0.872482206,0.392277167,-0.507450669,-0.538138235,-0.164362279,-0.489698113,-0.571809066,1.483205151,1.67045216,1.669555631,1.744916729,-0.454291672,1.642032418,-0.217409044,0.263618087,1,0,0,1
2,20,0,1,-1.330185239,-0.76233379,0.420084025,-0.933730159,-0.507450669,-0.538138235,-0.762043293,-0.489698113,-0.571809066,0.37426672,0.515096199,-0.042809119,0.158628794,-0.573827875,0.251295649,-0.651541291,-0.343855534,0.126,0.874,0,2
1,23,0,2,-1.330185239,-0.76233379,-0.872482206,-0.933730159,-0.507450669,-0.538138235,-0.762043293,-0.489698113,-0.571809066,-1.289140926,-1.217937742,-1.755173868,1.216154084,-0.573827875,-0.761524613,-0.974682849,-0.754920709,0,1,0,2
2,19,0,0,-0.206085037,-0.76233379,-0.872482206,-0.933730159,-0.507450669,-0.538138235,0.433318735,-0.489698113,-0.571809066,-1.289140926,-1.217937742,-0.613597369,-0.898896497,-0.33475547,-1.004893133,-0.693657798,-0.651383159,0,1,0,2
1,21,0,1,0.355965064,-0.183346101,1.712650257,1.055280831,-0.507450669,-0.538138235,0.433318735,-0.489698113,-0.571809066,0.928735936,1.09277418,1.098767381,1.216154084,-0.33475547,1.084107895,0.735137512,0.431015714,1,0,0,1
2,20,0,0,-0.206085037,0.395641587,0.420084025,0.392277167,0.996106869,1.479880147,1.628680763,1.609008084,0.78694515,-0.180202495,-0.062581781,0.527979131,0.687391439,1.300124203,0.243146573,0.250479436,0.651932696,0,0,1,3
1,21,0,1,0.918015165,0.395641587,1.066367141,1.718284494,-0.507450669,0.134534559,-0.164362279,0.20987062,0.107568042,1.483205151,1.09277418,1.669555631,1.216154084,-0.043967945,1.365422261,1.024577097,0.71847367,1,0,0,1
1,20,0,0,0.918015165,1.553616965,1.712650257,1.718284494,2.499664407,1.479880147,-0.164362279,3.008145549,0.78694515,-0.180202495,-0.062581781,-0.613597369,-0.370133852,1.522054595,-0.306628874,1.47564172,0.945101874,0,0,1,3
2,19,0,0,-0.768135138,-0.76233379,-0.872482206,-0.270726496,-0.507450669,-0.538138235,-0.164362279,-0.489698113,-0.571809066,-0.180202495,-0.062581781,0.527979131,-0.898896497,-0.454291672,-0.15342541,-0.668419408,-0.427602895,0.004,0.996,0,2
2,19,0,2,-1.330185239,0.974629276,-0.872482206,-0.933730159,-0.507450669,-0.538138235,-0.762043293,0.20987062,2.145699366,1.483205151,1.67045216,1.098767381,1.216154084,0.109587558,1.367144694,-0.540442082,0.296519095,1,0,0,1
2,21,0,0,-0.768135138,-0.76233379,-0.872482206,-0.933730159,-0.507450669,-0.538138235,-0.762043293,-0.489698113,-0.571809066,-1.289140926,-1.217937742,-1.755173868,-1.427659142,-0.573827875,-1.42247792,-0.834170323,-0.915056334,0,1,0,2
1,20,0,2,-0.768135138,-1.341321479,0.420084025,-0.933730159,-0.507450669,-0.538138235,-0.762043293,-0.489698113,-0.571809066,-0.734671711,-0.640259762,0.527979131,0.687391439,-0.573827875,-0.039890226,-0.655775688,-0.434754079,0,1,0,2
1,20,0,2,-0.768135138,-1.341321479,-0.872482206,-0.933730159,-0.507450669,-0.538138235,-0.164362279,-0.489698113,-0.571809066,-0.734671711,-0.640259762,-0.042809119,-0.370133852,-0.454291672,-0.446968611,-0.978917246,-0.613461676,0,1,0,2
1,20,0,1,0.355965064,-0.183346101,0.420084025,0.392277167,0.996106869,2.152552941,2.226361777,2.308576816,0.78694515,0.928735936,1.09277418,0.527979131,0.158628794,1.694108711,0.67702951,0.246245039,0.93566475,0,0,1,3
2,20,0,0,0.918015165,-0.183346101,-0.22619909,0.392277167,0.2443281,-0.538138235,0.433318735,-0.489698113,-0.571809066,0.37426672,-0.062581781,0.527979131,-0.898896497,-0.184399716,-0.014808107,0.225186785,-0.006191066,0.092,0.908,0,2
1,20,0,2,-0.768135138,0.395641587,-0.22619909,-0.933730159,-0.507450669,0.807207353,-0.762043293,-0.489698113,0.78694515,-1.289140926,-1.217937742,1.098767381,0.687391439,-0.033007914,-0.180229962,-0.3831057,-0.186029402,0,1,0,2
2,29,0,1,0.355965064,-0.183346101,-0.22619909,0.392277167,-0.507450669,1.479880147,1.030999749,-0.489698113,0.78694515,-0.180202495,-0.062581781,0.527979131,-0.370133852,0.460135253,-0.021234749,0.08467426,0.196494947,0.038,0.962,0,2
2,19,0,1,0.918015165,-0.183346101,-0.872482206,0.392277167,-0.507450669,-0.538138235,-0.762043293,-0.489698113,-0.571809066,-0.180202495,-1.217937742,-0.613597369,0.158628794,-0.573827875,-0.463277203,0.063616006,-0.343675705,0,1,0,2
1,22,0,0,2.042115367,-0.76233379,1.066367141,-0.933730159,-0.507450669,-0.538138235,-0.762043293,-0.489698113,-0.571809066,-1.289140926,-1.217937742,-0.042809119,-1.427659142,-0.573827875,-0.994386732,0.35310464,-0.418020596,0,1,0,2
1,20,0,2,-0.768135138,-0.76233379,-0.22619909,-0.270726496,0.2443281,0.134534559,-0.164362279,0.20987062,0.78694515,-0.180202495,-0.062581781,0.527979131,0.687391439,0.24226323,0.243146573,-0.506848629,0.012039071,0.034,0.966,0,2
2,19,0,1,-0.206085037,-0.76233379,-0.22619909,-0.270726496,-0.507450669,0.134534559,-0.762043293,-0.489698113,0.107568042,-0.734671711,-0.640259762,-0.613597369,-0.898896497,-0.303417895,-0.721856334,-0.366336103,-0.451527633,0,1,0,2
2,20,0,1,0.918015165,0.974629276,-0.872482206,1.055280831,-0.507450669,-0.538138235,1.030999749,-0.489698113,0.107568042,-1.289140926,-1.217937742,-0.613597369,0.687391439,-0.079343845,-0.60832115,0.518860766,-0.058043135,0,1,0,2
1,19,0,1,0.355965064,2.132604653,1.066367141,1.055280831,1.747885638,2.152552941,2.226361777,0.20987062,0.107568042,1.483205151,1.67045216,1.669555631,1.744916729,1.288847803,1.642032418,1.152554422,1.355583567,0,0,1,3
