V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20
0.61764447,0.266851926,0.00729587,-0.599426474,0.519476041,0.36322254,1.312851638,0.297593959,0.639951954,0.891572793,1.307956238,0.748327961,-0.080103522,-0.098822382,1.402624459,0.969954025,0.239145485,1.010634874,0.978090088,0.45524992
1.213867745,-0.283324267,-0.60190924,1.769904204,1.676176027,0.909692488,1.872153229,-0.819219326,0.077467868,0.891572793,-0.792319644,1.301295968,1.525171063,0.965909088,-0.294754415,-0.12823121,1.975549661,2.089075921,2.104580052,-0.688009278
1.213867745,0.81702812,1.225706088,1.177571534,1.676176027,0.36322254,2.43145482,0.856000602,2.327404212,0.891572793,0.782887267,1.301295968,1.525171063,0.433543353,1.402624459,2.06813926,0.817946877,1.549855397,0.414845106,2.741768316
1.213867745,0.81702812,1.834911198,-0.007093804,1.097826034,-0.183247408,2.43145482,0.856000602,0.639951954,-0.756685396,2.358094179,0.748327961,1.525171063,0.965909088,1.402624459,0.969954025,2.554351053,0.47141435,2.104580052,1.026879519
0.61764447,2.4675567,0.00729587,1.177571534,-0.058873951,2.002632383,0.753550048,1.972813887,0.639951954,1.990411586,0.782887267,0.748327961,-0.61519505,2.030640558,0.836831501,2.06813926,0.817946877,1.010634874,-0.148399875,2.170138717
1.213867745,0.81702812,1.225706088,-0.007093804,0.519476041,2.002632383,1.312851638,0.297593959,2.327404212,0.891572793,2.358094179,0.195359954,1.525171063,0.965909088,1.402624459,0.420861408,2.554351053,0.47141435,-0.148399875,2.170138717
1.213867745,2.4675567,0.616500979,-0.599426474,1.097826034,0.36322254,1.872153229,1.414407245,1.764920126,-0.207266,2.358094179,0.195359954,1.525171063,0.433543353,0.836831501,1.519046643,0.817946877,1.549855397,0.414845106,1.026879519
0.61764447,2.4675567,0.00729587,1.769904204,-0.058873951,2.002632383,0.753550048,2.53122053,0.639951954,1.990411586,1.833025209,1.854263974,-0.080103522,2.030640558,0.271038543,2.06813926,0.817946877,2.089075921,0.414845106,0.45524992
1.213867745,-0.833500461,-1.820319458,1.177571534,0.519476041,1.456162435,0.753550048,-0.260812683,1.20243604,-0.207266,0.257818297,0.748327961,0.454988006,0.433543353,0.271038543,0.420861408,0.817946877,-0.067806174,0.414845106,0.45524992
1.81009102,-0.283324267,1.225706088,0.585238865,0.519476041,0.909692488,1.872153229,-0.819219326,-0.485016218,0.891572793,-0.792319644,0.748327961,0.454988006,1.498274823,1.402624459,1.519046643,1.396748269,1.549855397,2.104580052,0.45524992
-0.574802079,1.367204313,0.00729587,1.177571534,0.519476041,2.002632383,0.194248457,0.856000602,-0.485016218,-1.306104793,1.307956238,1.301295968,0.454988006,0.433543353,-0.294754415,-0.12823121,-0.918457299,-0.067806174,0.978090088,1.026879519
-1.171025354,0.266851926,-1.211114349,1.177571534,-0.637223944,-0.729717355,0.194248457,-0.260812683,-0.485016218,-0.207266,1.307956238,1.301295968,-0.61519505,-1.163553852,1.402624459,0.969954025,-0.339655907,-1.146247221,1.54133507,-0.116379679
-1.767248629,-0.833500461,-0.60190924,-1.191759143,-1.215573937,-0.729717355,-0.365053134,-0.819219326,-0.485016218,-1.306104793,-0.792319644,-1.463544065,-0.080103522,-1.163553852,-0.860547373,-0.677323828,-0.918457299,-0.607026697,-1.274889839,-0.688009278
1.213867745,0.81702812,1.225706088,-0.599426474,1.676176027,0.909692488,1.872153229,0.297593959,2.327404212,0.891572793,1.307956238,1.301295968,-0.61519505,1.498274823,0.836831501,1.519046643,0.817946877,1.549855397,-0.148399875,2.170138717
1.213867745,1.367204313,0.00729587,1.177571534,1.676176027,0.909692488,0.194248457,1.414407245,1.20243604,1.990411586,0.782887267,0.748327961,0.454988006,2.030640558,1.402624459,0.969954025,1.975549661,0.47141435,1.54133507,1.026879519
1.213867745,1.367204313,1.834911198,1.177571534,1.676176027,0.909692488,2.43145482,1.972813887,1.764920126,0.891572793,1.833025209,0.748327961,1.525171063,1.498274823,1.402624459,1.519046643,1.396748269,2.089075921,1.54133507,2.170138717
1.213867745,1.367204313,1.225706088,1.177571534,1.676176027,0.909692488,1.872153229,1.414407245,2.327404212,1.44099219,1.833025209,0.748327961,1.525171063,1.498274823,1.402624459,1.519046643,1.396748269,2.089075921,1.54133507,2.170138717
0.021421196,-0.283324267,0.616500979,-0.599426474,0.519476041,2.002632383,1.312851638,2.53122053,1.20243604,1.990411586,2.358094179,1.301295968,-0.080103522,2.030640558,1.402624459,1.519046643,0.239145485,1.549855397,0.414845106,2.170138717
0.021421196,-0.283324267,0.616500979,-1.191759143,1.097826034,-0.729717355,1.872153229,1.414407245,0.077467868,0.891572793,0.257818297,1.301295968,-0.61519505,1.498274823,0.836831501,0.420861408,1.975549661,-0.067806174,0.978090088,2.741768316
1.81009102,1.367204313,1.834911198,0.585238865,1.097826034,0.36322254,1.312851638,0.297593959,1.20243604,1.44099219,0.257818297,0.748327961,-0.61519505,-1.163553852,-0.294754415,0.969954025,0.239145485,1.010634874,1.54133507,-0.116379679
1.81009102,1.917380507,1.834911198,0.585238865,1.676176027,1.456162435,2.43145482,2.53122053,-0.485016218,1.44099219,2.358094179,1.854263974,0.990079534,-1.163553852,1.402624459,-1.226416445,-0.918457299,1.010634874,2.104580052,-0.688009278
1.81009102,1.367204313,1.225706088,0.585238865,1.676176027,1.456162435,1.872153229,1.414407245,1.764920126,0.891572793,2.358094179,1.301295968,0.990079534,0.965909088,1.968417417,-0.12823121,1.396748269,2.089075921,0.978090088,2.170138717
