V12,V13,V14,V18,V20,V21,V24,V28,V29,V32,V38,V39,V40,V42,V43,V44,V45,V47,V49,V50,V51,V52,V53
-0.43616304806471257,-0.4032220647569695,-0.8128636144510419,-0.8525336169675335,-0.3338674397584377,0.6537204504606134,-0.1422057859899525,-0.9143034817962681,-0.09420490865063379,-1.4524558727133638,0.6595775770730598,0.6391019458299322,0.9642245851617045,-0.8965366236234606,-0.6682027426928929,-0.6440414354178275,-0.2926758243555463,-0.9349288794797337,-0.9472830267366574,-1.0807576891679955,-0.6944207521946608,-0.7051842349024016,-0.6577479201278498
1.2276112279967073,1.8571760792821008,1.1139242123958724,-0.8525336169675335,0.3136330494700475,-0.9152086306448588,1.0449033840131308,0.901692399288733,-0.6776675686803652,-2.029829635779546,-1.2787728535089942,0.6391019458299322,0.34297921485617683,0.26262183924323595,3.039743112712755,-0.1351691901494206,0.6846069282751472,-0.34444748191358615,1.967433978606904,1.0152572231578139,-0.6944207521946608,1.8861147718202993,1.8806963143354094
0.6730198026429006,0.7269770072625656,-0.8128636144510419,-0.34576440811995934,0.9611335386985327,1.176696810829104,-0.1422057859899525,-0.9143034817962681,0.48925775137909755,0.2796654164851819,0.013460766879041849,1.2619830300905768,1.5854699554672322,-0.8965366236234606,-0.6682027426928929,-0.6440414354178275,-1.2699585769862398,0.24603391565256139,-0.9472830267366574,-1.0807576891679955,-0.6944207521946608,-0.7051842349024016,-0.6577479201278498
-0.9907544734185192,-0.4032220647569695,-0.17060100550207052,-0.34576440811995934,-1.628868418215408,-0.39223227027636803,0.45134879901158914,0.296360438927066,-0.09420490865063379,-0.29770834658100004,0.013460766879041849,-0.6066602226913571,-0.8995115257548785,-0.8965366236234606,-0.6682027426928929,1.3914475456558002,-1.2699585769862398,-0.9349288794797337,-0.9472830267366574,-0.5567539610865431,-0.6944207521946608,-0.7051842349024016,-0.6577479201278498
2.33679407870432,0.16187747125279808,1.7561868213448437,-0.34576440811995934,0.9611335386985327,1.176696810829104,0.45134879901158914,0.901692399288733,1.072720411408829,0.2796654164851819,1.3056943872670779,0.6391019458299322,1.5854699554672322,2.5809387649766293,-0.6682027426928929,-1.6617859259546415,-1.2699585769862398,-0.9349288794797337,-0.9472830267366574,-1.0807576891679955,-0.6944207521946608,-0.7051842349024016,-0.6577479201278498
0.11842837728909404,-0.4032220647569695,-0.17060100550207052,0.6677740095751888,0.3136330494700475,0.6537204504606134,-0.7357603709914942,0.901692399288733,1.072720411408829,0.2796654164851819,1.3056943872670779,0.016220861569287526,-0.8995115257548785,2.001359533543281,-0.6682027426928929,0.3737030551189864,0.6846069282751472,1.4269967107848565,1.3844905775381917,1.5392609512392663,0.5753771946755761,1.8861147718202993,2.515307372951224
-0.43616304806471257,0.7269770072625656,1.1139242123958724,0.16100480072761478,1.608634027927018,1.6996731711975948,0.45134879901158914,0.296360438927066,-0.09420490865063379,-0.29770834658100004,0.013460766879041849,0.6391019458299322,-0.27826615544935085,-0.8965366236234606,0.07338642838823674,1.3914475456558002,1.6618896809058408,0.8365153132187089,0.8015471764694794,-0.03275023300509077,1.845175141545813,-0.05735948322172636,-0.023136861512035006
1.7822026533505138,-0.4032220647569695,0.4716616034469009,-1.3593028258151076,1.608634027927018,-1.4381849910133495,1.0449033840131308,0.296360438927066,2.2396457314682916,0.8570391795513638,-0.6326560433149762,0.6391019458299322,-0.8995115257548785,1.4217803021099327,-0.6682027426928929,0.8825753003873933,0.6846069282751472,2.607959505917151,1.3844905775381917,1.0152572231578139,-0.6944207521946608,-0.7051842349024016,1.2460852557195945
-0.9907544734185192,0.16187747125279808,-0.8128636144510419,1.681312427270337,0.9611335386985327,1.176696810829104,-0.7357603709914942,0.901692399288733,-1.2611302287100965,1.4344129426175458,0.013460766879041849,0.016220861569287526,-0.27826615544935085,0.8422010706765842,-0.6682027426928929,0.8825753003873933,1.6618896809058408,-0.9349288794797337,0.2186037754007671,1.5392609512392663,1.2102761681106946,1.8861147718202993,1.8806963143354094
-0.43616304806471257,0.16187747125279808,-0.17060100550207052,-0.34576440811995934,-0.3338674397584377,-0.39223227027636803,0.45134879901158914,0.296360438927066,-0.09420490865063379,-0.875082109647182,-0.6326560433149762,0.016220861569287526,-0.27826615544935085,-0.3169573921901124,-0.6682027426928929,-1.1529136806862346,-0.781317200670893,0.24603391565256139,-0.36433962566794514,-0.5567539610865431,-0.6944207521946608,-0.7051842349024016,-0.6577479201278498
