"","Diff.","Avg. score","SD","Min.","Obs. min.","Max.","Obs. max.","Prop. max.","RIT","RIR","ULI","Rel.","\(\alpha\)-drop","Missed [%]","Not-reached [%]"
"V28",0.620289855072463,0.127920241261211,0.987031543496007,-2.1249674025196,-2.1249674025196,1.5070243596504,1.5070243596504,0.104347826086957,0.568925597888674,0.532388761482015,0.360661268556006,0.561547511018446,0.888071494334398,0,0
"V29",0.415942028985508,0.194989627190189,1.02342998252753,-1.2611302287101,-1.2611302287101,2.23964573146829,2.23964573146829,0.0434782608695652,0.539638491203009,0.499970391178172,0.383040935672515,0.552282211623078,0.888456464049557,0,0
"V30",0.316521739130435,0.0740591275560828,0.959301987999529,-0.95534507026403,-0.95534507026403,2.29689346680501,2.29689346680501,0.0521739130434783,0.257520423360434,0.209735632653691,0.226315789473684,0.247039854080144,0.892456411767431,0,0
"V31",0.542028985507247,0.124114260979168,1.00369783672605,-2.06405093725115,-2.06405093725115,1.9729383322112,1.9729383322112,0.0521739130434783,0.262422221397479,0.212503010541976,0.106500224921278,0.263392615925494,0.892509602957228,0,0
"V32",0.634782608695652,0.169211305289913,1.01713405750619,-2.02982963577955,-2.02982963577955,1.43441294261755,1.43441294261755,0.2,0.48395941038396,0.441575032995419,0.299482681061628,0.49225159875214,0.889304709799225,0,0
"V33",0.592753623188406,0.0319258814842623,1.00994337104947,-2.18085048320783,-2.18085048320783,1.55219521761746,1.55219521761746,0.104347826086957,0.197996474731029,0.146430343428084,0.118421052631579,0.199965227145768,0.893434984873721,0,0
"V34",0.62463768115942,0.161714476119273,0.988892179192244,-2.09421882256953,-2.09421882256953,1.51736812892763,1.51736812892763,0.139130434782609,0.304493464113497,0.256422522025397,0.125843454790823,0.301111205276992,0.891881431597833,0,0
"V35",0.498550724637682,0.158680761659954,0.97962419004121,-1.80838886035893,-1.80838886035893,2.13718683496964,2.13718683496964,0.0347826086956522,0.316176552648386,0.268902594534888,0.20310391363023,0.309734199298198,0.891699534878929,0,0
"V36",0.714492753623189,0.0917827212100603,1.00003230580092,-2.69633835031093,-2.69633835031093,1.20590006621946,1.20590006621946,0.269565217391304,0.370301743811861,0.323810133005533,0.206365272154745,0.370313706706278,0.890966206134622,0,0
"V38",0.678260869565217,0.0584080232403656,1.01880683301891,-2.57100647389703,-2.57100647389703,1.30569438726708,1.30569438726708,0.2,0.587635440550099,0.551019689561039,0.350989653621232,0.598687002156517,0.887727510011606,0,0
"V39",0.507246376811595,0.0433026478414896,0.998217903122475,-1.85242239121265,-1.85242239121265,1.88486411435122,1.88486411435122,0.0521739130434783,0.419170807197227,0.374664118168501,0.216261808367072,0.418423804210571,0.890258896159813,0,0
"V40",0.265217391304348,0.0890789330791351,1.03397686860042,-0.899511525754878,-0.899511525754878,2.82796069607829,2.82796069607829,0.0173913043478261,0.472202758324062,0.428500646110011,0.318263607737292,0.488246729396397,0.88947899826335,0,0
"V41",0.394202898550724,0.11409657984184,1.03203569686363,-1.28168224087968,-1.28168224087968,2.25908020874477,2.25908020874477,0.0260869565217391,0.312356463579506,0.262376877980523,0.189608636977058,0.322363020560134,0.891864641269446,0,0
"V42",0.298550724637681,0.141666173552798,1.08970320072099,-0.896536623623461,-0.896536623623461,2.58093876497663,2.58093876497663,0.0695652173913043,0.482332405173666,0.436715735098922,0.325461088618983,0.525599165729196,0.889323137856286,0,0
"V43",0.169565217391304,0.0862836313635613,1.09372046052037,-0.668202742692893,-0.668202742692893,3.78133228379389,3.78133228379389,0.0173913043478261,0.538936900083662,0.496377365736269,0.272492127755286,0.589446314550926,0.88840125583588,0,0
"V44",0.53768115942029,-0.0201198129583022,1.02676792691722,-1.66178592595464,-1.66178592595464,1.3914475456558,1.3914475456558,0.156521739130435,0.510257501686739,0.46882570129963,0.389113810166442,0.523916037200855,0.888901947045314,0,0
"V45",0.431884057971014,-0.00374005401255944,1.04139428333811,-1.26995857698624,-1.26995857698624,1.66188968090584,1.66188968090584,0.0956521739130435,0.688279997563793,0.657897040365135,0.556230319388214,0.716770854798902,0.886080103734278,0,0
"V46",0.510144927536232,0.00727451607444543,1.02651254088043,-1.58379633950914,-1.58379633950914,1.53506414444732,1.53506414444732,0.104347826086957,0.371698517367784,0.323993225671858,0.264507422402159,0.381553189504692,0.890981132189273,0,0
"V47",0.271014492753623,0.0252452191713061,1.06223576098683,-0.934928879479734,-0.934928879479734,2.60795950591715,2.60795950591715,0.0434782608695652,0.454278520534966,0.40844790169831,0.321862348178138,0.482550889960429,0.889760217310958,0,0
"V49",0.28695652173913,0.0563934377120816,1.05459099542682,-0.947283026736657,-0.947283026736657,2.55037737967562,2.55037737967562,0.00869565217391304,0.570450311573652,0.531391124987199,0.373481781376517,0.601591761923995,0.887934577062365,0,0
"V50",0.392753623188406,0.154068487441339,1.09562867624359,-1.080757689168,-1.080757689168,2.06326467932072,2.06326467932072,0.0869565217391304,0.596865613801404,0.557976952690958,0.465587044534413,0.653943082344551,0.887440716883364,0,0
"V51",0.215942028985507,0.128187482951709,1.09637300392935,-0.694420752194661,-0.694420752194661,3.11497308841605,3.11497308841605,0.0173913043478261,0.487655005650813,0.442034798428614,0.30161943319838,0.534651783426566,0.889237923287703,0,0
"V52",0.220289855072464,0.151071089058142,1.0939832995212,-0.705184234902402,-0.705184234902402,3.18176427518165,3.18176427518165,0.0173913043478261,0.558998683313834,0.517674605118881,0.341205578047683,0.611535223999676,0.888070946990394,0,0
"V53",0.207246376811594,0.131377135368337,1.09140965975017,-0.65774792012785,-0.65774792012785,3.14991843156704,3.14991843156704,0.0260869565217391,0.506058433871216,0.461668892437326,0.315114709851552,0.552317063125086,0.888939115378621,0,0
Note: Estimate (SD) of Cronbach's alpha for the test as a whole is: 0.89 (0.42).
