     0.267    -0.599     0.519     0.363     0.298     0.892     1.308     0.748    -0.099     1.403     1.011     0.978     0.455     0.000     1.000     2.000
    -0.283     1.770     1.676     0.910    -0.819     0.892    -0.792     1.301     0.966    -0.295     2.089     2.105    -0.688     0.000     1.000     2.000
     0.817     1.178     1.676     0.363     0.856     0.892     0.783     1.301     0.434     1.403     1.550     0.415     2.742     0.000     1.000     2.000
     0.817    -0.007     1.098    -0.183     0.856    -0.757     2.358     0.748     0.966     1.403     0.471     2.105     1.027     0.000     1.000     2.000
     2.468     1.178    -0.059     2.003     1.973     1.990     0.783     0.748     2.031     0.837     1.011    -0.148     2.170     0.000     1.000     2.000
     0.817    -0.007     0.519     2.003     0.298     0.892     2.358     0.195     0.966     1.403     0.471    -0.148     2.170     0.000     1.000     2.000
     2.468    -0.599     1.098     0.363     1.414    -0.207     2.358     0.195     0.434     0.837     1.550     0.415     1.027     0.000     1.000     2.000
     2.468     1.770    -0.059     2.003     2.531     1.990     1.833     1.854     2.031     0.271     2.089     0.415     0.455     0.000     1.000     2.000
    -0.834     1.178     0.519     1.456    -0.261    -0.207     0.258     0.748     0.434     0.271    -0.068     0.415     0.455     0.033     0.967     2.000
    -0.283     0.585     0.519     0.910    -0.819     0.892    -0.792     0.748     1.498     1.403     1.550     2.105     0.455     0.000     1.000     2.000
     1.367     1.178     0.519     2.003     0.856    -1.306     1.308     1.301     0.434    -0.295    -0.068     0.978     1.027     0.000     1.000     2.000
     0.267     1.178    -0.637    -0.730    -0.261    -0.207     1.308     1.301    -1.164     1.403    -1.146     1.541    -0.116     0.038     0.962     2.000
    -0.834    -1.192    -1.216    -0.730    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -0.607    -1.275    -0.688     1.000     0.000     1.000
     0.817    -0.599     1.676     0.910     0.298     0.892     1.308     1.301     1.498     0.837     1.550    -0.148     2.170     0.000     1.000     2.000
     1.367     1.178     1.676     0.910     1.414     1.990     0.783     0.748     2.031     1.403     0.471     1.541     1.027     0.000     1.000     2.000
     1.367     1.178     1.676     0.910     1.973     0.892     1.833     0.748     1.498     1.403     2.089     1.541     2.170     0.000     1.000     2.000
     1.367     1.178     1.676     0.910     1.414     1.441     1.833     0.748     1.498     1.403     2.089     1.541     2.170     0.000     1.000     2.000
    -0.283    -0.599     0.519     2.003     2.531     1.990     2.358     1.301     2.031     1.403     1.550     0.415     2.170     0.000     1.000     2.000
    -0.283    -1.192     1.098    -0.730     1.414     0.892     0.258     1.301     1.498     0.837    -0.068     0.978     2.742     0.000     1.000     2.000
     1.367     0.585     1.098     0.363     0.298     1.441     0.258     0.748    -1.164    -0.295     1.011     1.541    -0.116     0.000     1.000     2.000
     1.917     0.585     1.676     1.456     2.531     1.441     2.358     1.854    -1.164     1.403     1.011     2.105    -0.688     0.000     1.000     2.000
     1.367     0.585     1.676     1.456     1.414     0.892     2.358     1.301     0.966     1.968     2.089     0.978     2.170     0.000     1.000     2.000
     1.367    -0.599     0.519    -0.730     0.298     1.441    -0.267     1.301     0.966     1.968    -0.068     0.978     1.027     0.000     1.000     2.000
     1.367     1.178     1.098     0.910     1.414     1.441     2.358     0.748     0.966     1.968     1.550     2.105     1.599     0.000     1.000     2.000
    -0.283     0.585     1.098     0.363     1.414     0.892     0.258     1.301    -0.099    -0.295     1.011     1.541     0.455     0.000     1.000     2.000
     0.817     0.585     1.676     0.363     0.856     0.342     2.358     0.195     0.434     1.403     2.089     0.415     2.170     0.000     1.000     2.000
     0.267     0.585     0.519     0.910     0.298     0.892    -0.792     1.301     0.966    -0.861     1.011     0.978    -0.688     0.048     0.952     2.000
     2.468     1.178     0.519     2.003     2.531     1.441     1.308     1.854     1.498     1.403     2.089     0.978     2.170     0.000     1.000     2.000
     2.468     0.585     1.676     1.456     1.414     0.892     2.358     1.301     0.966     1.968     1.550     0.978     2.742     0.000     1.000     2.000
    -0.834    -0.007     0.519    -0.730    -0.819     0.342    -0.792    -1.464    -0.099    -0.861     1.011    -0.148    -0.688     1.000     0.000     1.000
    -0.834    -0.599    -0.637     0.363    -0.819    -0.757    -0.267    -0.911     0.434    -0.861    -0.607    -0.712    -0.688     1.000     0.000     1.000
    -0.834     0.585     0.519     0.363     0.298     1.441    -0.792     0.195    -1.164    -0.861     1.011    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.794    -1.276    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.283    -0.599    -0.059    -0.183    -0.261    -0.757    -0.267    -0.358    -0.099    -0.861    -0.607     0.978    -0.688     1.000     0.000     1.000
     2.468    -0.007     0.519     0.363     1.414     0.342     1.833     1.301     0.966     1.403     1.011     0.978     2.742     0.000     1.000     2.000
    -0.834    -1.784    -1.794    -1.276    -0.819    -0.757    -0.792    -0.911    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -0.007    -0.059     0.363    -0.819    -0.207    -0.792    -0.911    -0.099    -0.861    -1.146    -0.148    -0.688     1.000     0.000     1.000
    -0.834    -0.599     1.098     0.910    -0.819    -0.757    -0.792    -0.911     0.966    -0.861    -1.146    -0.148    -0.688     1.000     0.000     1.000
    -0.834    -0.599    -0.637    -0.183    -0.819     0.892    -0.792    -0.911    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.283    -0.599    -0.637    -0.730    -0.261    -1.306    -0.792    -1.464    -1.164    -0.861    -0.607    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -0.599    -1.794    -1.276    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -1.216    -1.276    -0.261    -0.757    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.283    -0.007    -0.059     0.363     1.414     0.892     0.258    -0.358    -0.099     1.403    -1.146     0.415     1.027     0.003     0.997     2.000
     1.367     1.178    -0.637    -0.183     1.973     0.892     1.308     0.748     1.498     1.403     1.550     0.415     2.170     0.000     1.000     2.000
    -0.834    -1.192    -1.216    -0.730     1.414    -1.306     2.358     0.195    -1.164    -0.861    -0.607    -0.712    -0.116     1.000     0.000     1.000
    -0.834    -0.007    -0.059     0.910    -0.819    -0.207    -0.792    -0.911    -0.099    -0.861     0.471    -1.275    -0.688     1.000     0.000     1.000
     0.267    -0.599    -0.637    -0.183     0.856     0.342     1.308     0.195    -0.099     0.837     0.471     0.978     1.027     0.000     1.000     2.000
    -0.834     0.585     0.519     0.363     0.298     0.342    -0.792     1.301    -0.099    -0.861     2.089     0.415    -0.688     0.827     0.173     1.000
     0.267     0.585     1.098    -0.730    -0.261     1.441    -0.267     0.748    -0.631    -0.861    -0.068    -0.712    -0.688     0.999     0.001     1.000
    -0.834    -0.599    -1.216    -1.276    -0.819    -1.306    -0.792    -0.911    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
     0.267     1.178     1.098     2.003     0.298    -0.207     0.783     0.748     0.966     0.271     1.011     0.415     0.455     0.000     1.000     2.000
    -0.834     1.178     1.098    -0.730    -0.819     0.342    -0.792     0.195    -0.631    -0.861     0.471     0.415    -0.688     1.000     0.000     1.000
    -0.834    -0.007    -0.637    -0.183    -0.819    -1.306    -0.792    -1.464    -0.099    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.794     0.363    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
     1.367    -0.007     0.519     1.456    -0.819     0.342     1.308    -1.464     1.498    -0.861    -1.146    -1.275     2.170     0.133     0.867     2.000
     0.817     1.178     1.098    -0.183    -0.819    -0.757    -0.792     1.301    -0.631    -0.295     0.471     0.415    -0.688     0.991     0.009     1.000
    -0.834    -0.007    -0.059    -0.183    -0.819    -1.306    -0.792    -1.464    -0.631    -0.861    -0.607    -1.275    -0.688     1.000     0.000     1.000
     0.817     1.178     1.098    -0.183    -0.261    -0.207    -0.267     1.854    -0.099     1.968     2.089     1.541     0.455     0.000     1.000     2.000
    -0.834    -0.007    -1.216    -1.276    -0.819     0.342    -0.267     0.195    -1.164    -0.295    -1.146    -0.148    -0.688     1.000     0.000     1.000
