     0.817    -0.007    -0.637    -0.183    -0.819    -0.207    -0.792    -0.358    -0.099    -0.861    -0.068    -0.148    -0.688     1.000     0.000     1.000
    -0.283    -1.192    -0.637    -1.276    -0.261    -0.757    -0.267    -0.358    -1.164     0.837    -1.146    -1.275    -0.116     1.000     0.000     1.000
    -0.834    -0.007    -0.059    -1.276    -0.261     0.342    -0.792    -0.911    -0.631    -0.861     0.471     1.541    -0.688     1.000     0.000     1.000
    -0.283    -1.192    -0.059    -0.183    -0.261     0.892    -0.792     1.301    -1.164    -0.861    -1.146     1.541    -0.688     1.000     0.000     1.000
     0.267     0.585     0.519     1.456     0.298     0.342    -0.792    -0.358     0.966    -0.295     1.011    -1.275    -0.116     0.838     0.162     1.000
     0.817     1.178     1.098     1.456     0.856    -0.757     0.783     0.748     1.498     0.837     1.011     2.105     1.027     0.000     1.000     2.000
    -0.834    -0.599    -0.637    -0.730    -0.819    -0.757    -0.792    -0.911    -1.164    -0.861    -0.607    -1.275    -0.688     1.000     0.000     1.000
    -0.283     0.585     0.519     1.456    -0.261     0.892    -0.267     0.748     0.966     0.271     1.011     0.978     1.027     0.000     1.000     2.000
    -0.283    -0.007     0.519     1.456    -0.819     1.441    -0.792    -0.911     0.966    -0.861    -0.068    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -0.007    -0.637    -0.730    -0.819     0.342    -0.792     0.195    -1.164    -0.861     0.471    -0.148    -0.688     1.000     0.000     1.000
    -0.283    -1.192    -1.216    -0.730    -0.261    -0.757    -0.267    -0.911    -0.631     0.271    -0.607    -0.712    -0.116     1.000     0.000     1.000
     0.267     0.585    -0.059    -0.183     1.973    -0.207     1.308    -0.358    -0.099    -0.295     1.011    -0.148     0.455     0.003     0.997     2.000
    -0.834     0.585     0.519    -1.276    -0.819    -1.306    -0.792    -0.358    -1.164    -0.861    -0.068    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -1.216    -1.276    -0.261    -1.306     0.783    -1.464    -1.164     1.403    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.216    -1.276     0.856    -0.757    -0.792    -1.464    -1.164     1.968    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834     0.585     0.519     0.910    -0.819    -1.306     0.258    -0.911     0.966    -0.295    -1.146    -0.712    -0.688     1.000     0.000     1.000
    -0.834     0.585     1.098     0.363     1.973     0.342     1.308     0.748     0.966    -0.295     1.011     0.415     1.599     0.000     1.000     2.000
    -0.283     0.585    -0.637     0.910     0.298     0.892     1.308    -0.358     0.966     0.837    -0.068     0.415    -0.688     0.018     0.982     2.000
     1.367     0.585    -0.637     0.910    -0.261    -0.757     0.258     0.195     0.966    -0.295    -0.607    -0.712    -0.688     0.994     0.006     1.000
     0.817     0.585    -0.059    -0.730     0.856     1.441     0.258     1.854     2.031     1.403    -1.146    -0.148    -0.688     0.000     1.000     2.000
     2.468     1.770     0.519     2.003     1.414     0.892     1.308    -1.464     2.031     0.837    -0.607     0.415     1.599     0.000     1.000     2.000
     0.817    -0.599    -0.637    -0.183    -0.819     0.892    -0.792    -0.911     0.966    -0.861     0.471    -0.148    -0.688     1.000     0.000     1.000
     2.468    -0.007    -0.637    -1.276    -0.819    -0.757    -0.792    -1.464    -0.099     1.968    -0.068    -0.148    -0.688     1.000     0.000     1.000
    -0.834     0.585     1.098    -0.183    -0.819     0.342    -0.792    -0.358    -0.631    -0.295    -0.068    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.794    -1.276    -0.819    -0.757    -0.267    -1.464    -1.164    -0.861    -0.607    -0.148    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -0.637    -1.276    -0.819    -1.306    -0.792    -0.911    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834     1.178     1.098     0.910    -0.819    -0.757    -0.792    -1.464     0.966    -0.861    -0.607     0.415    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.216    -1.276    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -1.216    -0.730    -0.819    -1.306    -0.792    -1.464    -0.631    -0.861    -1.146    -0.148    -0.688     1.000     0.000     1.000
    -0.834    -0.007    -0.637    -1.276    -0.819     0.892    -0.792    -0.358    -0.631    -0.295    -0.068    -1.275    -0.688     1.000     0.000     1.000
    -0.283    -0.007    -0.059     1.456    -0.261    -1.306     0.258     0.748     1.498    -0.295    -0.068    -0.712    -0.116     0.961     0.039     1.000
    -0.834     1.770     1.676     2.003     2.531     1.990     1.833     1.301     2.031     1.968    -0.068     2.105     2.170     0.000     1.000     2.000
    -0.283    -0.007    -1.216     0.363    -0.819    -1.306    -0.792     0.195    -0.099    -0.861    -0.607     0.415    -0.688     1.000     0.000     1.000
    -0.283     0.585     0.519     0.910     1.414     0.892    -0.267     0.195     0.966    -0.295    -0.607     0.415    -0.116     0.052     0.948     2.000
     1.367    -0.599    -1.216    -1.276     1.973     1.441     0.258     1.301    -0.631     1.403     1.011    -0.148    -0.116     0.000     1.000     2.000
    -0.283     1.770     0.519     1.456     0.298    -0.757    -0.267    -0.358     2.031    -0.295    -0.607    -0.712    -0.116     0.863     0.137     1.000
     0.267    -1.784    -0.059    -1.276    -0.819    -0.757    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -1.794    -0.730    -0.819    -1.306    -0.792    -0.358    -0.631    -0.861    -0.607    -1.275    -0.688     1.000     0.000     1.000
    -0.283    -0.599    -0.637    -0.183    -0.819     0.892     0.783     1.301    -0.099    -0.295     1.011     0.978     0.455     0.160     0.840     2.000
    -0.834     0.585     1.098    -0.183    -0.261    -0.207    -0.792     0.748     0.434    -0.861     0.471     0.978    -0.116     0.986     0.014     1.000
    -0.834     0.585    -1.216    -1.276    -0.819    -1.306    -0.792    -0.911    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
     1.917     1.178     1.098     0.910     1.973     0.342    -0.267     0.195    -0.099     0.271    -0.068     0.978     2.170     0.000     1.000     2.000
    -0.834    -0.599    -0.059    -1.276    -0.819    -1.306    -0.792    -0.911    -0.631    -0.861    -0.607    -0.712    -0.688     1.000     0.000     1.000
     0.267     0.585    -1.794    -1.276    -0.819     0.892    -0.267    -0.358    -1.164    -0.861    -0.607    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -1.216    -1.276    -0.819    -0.757    -0.792    -0.911    -0.099    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -0.007    -0.059    -1.276    -0.819    -0.757    -0.792    -0.911    -1.164    -0.861    -0.607    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -0.637    -0.730    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -0.599    -0.637     0.363    -0.819     0.342    -0.792    -0.358    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834     1.178     1.098     0.910     0.856     0.892    -0.267     0.748     0.966     0.837    -0.068    -0.148    -0.688     0.008     0.992     2.000
     1.367     0.585    -0.059    -0.730    -0.819    -1.306    -0.792     0.195    -1.164     0.271     0.471     0.415     1.027     0.989     0.011     1.000
    -0.834    -0.599    -0.059     0.910    -0.819    -1.306    -0.792    -1.464    -0.631    -0.861    -0.068    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -1.216    -1.276    -0.819    -1.306    -0.792    -0.358    -1.164    -0.861    -1.146    -0.148    -0.688     1.000     0.000     1.000
    -0.283    -1.192    -1.216    -1.276    -0.819    -1.306    -0.792     0.748    -1.164    -0.861    -1.146    -0.712    -0.688     1.000     0.000     1.000
     1.367     0.585     0.519    -0.183     0.856    -0.757     0.783    -0.911    -0.099     0.271    -0.607     0.415    -0.116     0.359     0.641     2.000
    -0.283     1.178     1.098     0.363    -0.819     0.342    -0.267     0.748    -0.631     0.837     1.011     1.541    -0.116     0.014     0.986     2.000
     0.267    -1.784    -1.216    -0.730    -0.261    -0.207    -0.267     0.748    -0.631    -0.295     0.471     0.978    -0.116     1.000     0.000     1.000
    -0.283    -0.599    -0.637    -0.183     1.414    -0.207     1.833     1.301    -0.099     0.271     1.011     0.978     1.027     0.000     1.000     2.000
    -0.283    -0.599    -0.059    -0.730    -0.261    -0.207    -0.267     0.748     0.434    -0.295     0.471     0.978    -0.116     0.986     0.014     1.000
    -0.834     0.585    -0.637    -1.276     0.856    -0.757    -0.792    -0.911    -1.164    -0.861    -0.607    -0.712    -0.688     1.000     0.000     1.000
     0.817    -0.599    -0.059     0.910    -0.261    -0.207     0.258     0.748     0.434     0.837     1.011     0.978    -0.116     0.003     0.997     2.000
     0.817    -0.599     0.519    -0.183    -0.261     0.342     0.258     0.195    -0.099     0.271    -0.068     0.415    -0.688     0.919     0.081     1.000
    -0.283    -1.784    -1.794    -1.276     0.856    -0.207     1.308    -1.464    -1.164    -0.295    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.216    -1.276    -0.819     0.342    -0.792     0.748    -1.164    -0.295    -1.146     0.978    -0.688     1.000     0.000     1.000
     0.817     0.585     1.098     0.910    -0.261    -0.757    -0.267     0.748     0.966     1.403    -0.607    -0.148     1.599     0.000     1.000     2.000
    -0.834    -0.007    -0.059    -0.183     1.414     0.892    -0.792     1.301    -0.099     0.271     1.011     0.978    -0.688     0.126     0.874     2.000
    -0.834     1.770     1.676     2.003    -0.819     1.990    -0.267     0.195     2.031    -0.861     1.011     0.978    -0.688     0.003     0.997     2.000
    -0.283     1.178     0.519    -0.730    -0.819     1.441    -0.792     0.748    -0.099    -0.861     2.089    -0.148    -0.688     0.991     0.009     1.000
    -0.834     1.178     0.519     0.363    -0.819     0.892    -0.792    -0.358    -1.164    -0.861    -0.068    -0.712    -0.688     1.000     0.000     1.000
     0.267    -0.599    -0.637    -0.183     0.298    -0.207     0.258    -0.358    -0.099     0.271    -0.068    -0.148     0.455     0.977     0.023     1.000
    -0.834    -0.007    -0.637    -1.276    -0.819    -0.757    -0.792     0.195    -1.164    -0.861    -0.607     0.978    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.216     0.910    -0.819     0.342    -0.792    -0.358     0.434    -0.861    -0.068     0.415    -0.688     1.000     0.000     1.000
    -0.283    -0.599    -0.059    -0.730    -0.261    -0.757     0.783    -0.358     0.966     0.837    -0.068    -0.148     0.455     0.890     0.110     1.000
    -0.283    -0.599    -0.059    -0.183     0.298     0.892    -0.267     0.195     0.434    -0.861    -0.068     0.978    -0.116     0.983     0.017     1.000
     0.817    -0.007     0.519    -0.183     0.856     0.892     0.783    -0.358    -0.099     0.271     1.011    -0.712     1.027     0.001     0.999     2.000
    -0.834     0.585     0.519    -0.730    -0.819    -0.757    -0.267     0.748    -0.631    -0.295     1.550     0.978    -0.116     0.993     0.007     1.000
     0.817    -0.599    -1.216    -0.730     0.298     0.892     0.258     0.748    -0.631     0.271    -0.068     0.978    -0.116     0.688     0.312     1.000
    -0.834    -1.784    -1.794    -1.276    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834     0.585    -0.059     0.910    -0.261    -0.757    -0.792    -1.464     0.966    -0.295    -0.607    -0.712    -0.116     1.000     0.000     1.000
    -0.834     1.178    -0.059     0.363    -0.819    -1.306    -0.792    -1.464     0.966    -0.861    -1.146    -0.712    -0.688     1.000     0.000     1.000
    -0.283     0.585     0.519    -0.183    -0.819    -0.207    -0.792     0.748     0.434     0.837    -1.146    -1.275    -0.688     1.000     0.000     1.000
     2.468     1.770     1.676     2.003    -0.819     0.342     1.833     1.301     1.498     2.534    -0.607    -0.148     2.170     0.000     1.000     2.000
    -0.283    -1.192    -1.216    -0.730     0.298     0.342    -0.267     0.748     0.966     0.837    -0.068     0.978     0.455     0.438     0.562     2.000
    -0.834     1.770     0.519    -0.183    -0.819     0.342    -0.792     0.748    -0.099    -0.861    -1.146    -0.712    -0.688     1.000     0.000     1.000
     0.267    -0.599    -0.637    -0.183    -0.261    -0.207    -0.267    -0.358    -0.631    -0.861    -0.607    -1.275    -0.688     1.000     0.000     1.000
    -0.834     0.585    -0.637    -0.730    -0.819    -0.757    -0.792     0.195    -0.631    -0.861    -1.146     0.978    -0.688     1.000     0.000     1.000
    -0.834    -0.007     0.519     0.363    -0.819    -1.306    -0.792    -0.911     0.966    -0.861    -0.607    -0.712    -0.688     1.000     0.000     1.000
    -0.834     0.585    -0.059    -0.730    -0.819    -1.306    -0.792    -1.464    -0.631    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
     0.267     1.178     0.519    -0.183    -0.261    -0.757    -0.267    -0.358     0.966     0.271    -0.607    -0.148    -0.116     0.988     0.012     1.000
     0.267     1.178     1.098     0.910    -0.819     1.441    -0.267    -0.911     0.434    -0.295     0.471    -0.148    -0.116     0.793     0.207     1.000
    -0.834    -1.784    -1.794     0.363    -0.819     0.892    -0.792     0.195    -0.631    -0.295    -0.607    -0.148    -0.688     1.000     0.000     1.000
    -0.283     1.178     1.098     0.910    -0.261    -0.207     0.783    -0.358     0.434    -0.295     1.011     0.978    -0.116     0.029     0.971     2.000
     2.468    -0.599     0.519     0.910    -0.819    -0.207     0.258     1.854    -0.631     1.968     1.011    -0.148    -0.116     0.000     1.000     2.000
     0.817     0.585     1.098     0.363    -0.819     0.892    -0.792    -0.911    -0.631    -0.861    -0.607     0.978    -0.688     1.000     0.000     1.000
    -0.834    -0.599    -1.216    -1.276    -0.819    -1.306    -0.792    -0.911    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
     0.267     1.178     1.098     1.456     0.298     0.892     0.258     0.195     0.966     1.403     0.471     0.415    -0.688     0.000     1.000     2.000
    -0.834    -0.599    -1.216     0.363    -0.819    -1.306    -0.792    -1.464     0.434    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -0.637     0.363    -0.261    -1.306    -0.267    -0.911    -1.164    -0.861    -0.607    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.794    -0.183    -0.819     0.892    -0.792     0.748    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834    -1.784    -1.794    -1.276    -0.819     0.342    -0.792    -0.358    -1.164    -0.861    -0.068    -1.275    -0.688     1.000     0.000     1.000
    -0.283    -0.599    -0.059    -0.183    -0.819    -1.306    -0.792     0.748    -0.099    -0.861     0.471    -0.148    -0.688     1.000     0.000     1.000
    -0.283     1.178     1.098    -0.730     1.973     1.441     1.833     1.301    -0.631    -0.295     1.550    -0.148    -0.116     0.000     1.000     2.000
    -0.283     0.585     1.098    -0.730     1.414    -0.757    -0.267     0.748    -0.631    -0.295    -1.146     0.978    -0.688     0.988     0.012     1.000
     1.917     0.585    -0.059    -1.276     0.856    -0.757    -0.267     1.301    -0.099     2.534    -0.607    -0.148     0.455     0.000     1.000     2.000
    -0.834    -1.784    -1.216    -1.276    -0.819    -1.306    -0.792    -1.464    -1.164    -0.861    -1.146    -1.275    -0.688     1.000     0.000     1.000
    -0.834     1.178     1.098     0.363    -0.261    -0.757    -0.267    -0.358    -0.099    -0.861    -0.068    -0.712    -0.688     1.000     0.000     1.000
    -0.834    -1.192    -1.216    -1.276    -0.819     0.892    -0.792    -0.911    -1.164    -0.861    -0.607    -1.275    -0.688     1.000     0.000     1.000
    -0.283     0.585    -0.059    -0.183    -0.261     0.892    -0.792     0.195     0.966     1.403     0.471     0.978    -0.116     0.053     0.947     2.000
     1.917    -0.599     1.098    -0.730     2.531     1.990     1.833     0.748     0.966     2.534     1.011     0.978     1.027     0.000     1.000     2.000
